"Counter","ICD-10 code","WHO update 1=Add 2=Del","ICD-10 code descriptor","ICD-10-AM Map","Aust update 1=Add 2=Del","Additive Map (+)","ICD-10-AM code descriptor"
927,"Z46.0",,"Fitting and adjustment of spectacles and contact lenses","Z46.0",,,"Fitting and adjustment of spectacles and contact lenses"
928,"Z46.1",,"Fitting and adjustment of hearing aid","Z46.1",,,"Fitting and adjustment of hearing aid"
929,"Z46.2",,"Fitting and adjustment of other devices related to nervous system and special senses","Z46.2",,,"Fitting and adjustment of other devices related to nervous system and special senses"
930,"Z46.3",,"Fitting and adjustment of dental prosthetic device","Z46.3",,,"Fitting and adjustment of dental prosthetic device"
931,"Z46.4",,"Fitting and adjustment of orthodontic device","Z46.4",,,"Fitting and adjustment of orthodontic device"
932,"Z46.5",,"Fitting and adjustment of ileostomy and other intestinal appliances","Z46.5",,,"Fitting and adjustment of ileostomy and other intestinal appliances"
933,"Z46.6",,"Fitting and adjustment of urinary device","Z46.6",,,"Fitting and adjustment of urinary device"
934,"Z46.7",,"Fitting and adjustment of orthopaedic device","Z46.7",,,"Fitting and adjustment of orthopaedic device"
935,"Z46.8",,"Fitting and adjustment of other specified devices","Z46.8",,,"Fitting and adjustment of other specified devices"
936,"Z46.9",,"Fitting and adjustment of unspecified device","Z46.9",,,"Fitting and adjustment of unspecified device"
937,"Z47.0",,"Follow-up care involving removal of fracture plate and other internal fixation device","Z47.0",,,"Follow-up care involving removal of fracture plate and other internal fixation device"
938,"Z47.8",,"Other specified orthopaedic follow-up care","Z47.8",,,"Other specified orthopaedic follow-up care"
939,"Z47.9",,"Orthopaedic follow-up care, unspecified","Z47.9",,,"Orthopaedic follow-up care, unspecified"
940,"Z48.0",,"Attention to surgical dressings and sutures","Z48.0",,,"Attention to surgical dressings and sutures"
941,"Z48.8",,"Other specified surgical follow-up care","Z48.8",,,"Other specified surgical follow-up care"
942,"Z48.9",,"Surgical follow-up care, unspecified","Z48.9",,,"Surgical follow-up care, unspecified"
943,"Z49.0",,"Preparatory care for dialysis","Z49.0",,,"Preparatory care for dialysis"
944,"Z49.1",,"Extracorporeal dialysis","Z49.1",,,"Extracorporeal dialysis"
945,"Z49.2",,"Other dialysis","Z49.2",,,"Other dialysis"
946,"Z50.0",,"Cardiac rehabilitation","Z50.0",,,"Cardiac rehabilitation"
947,"Z50.1",,"Other physical therapy","Z50.1",,,"Other physical therapy"
948,"Z50.2",,"Alcohol rehabilitation","Z50.2",,,"Alcohol rehabilitation"
949,"Z50.3",,"Drug rehabilitation","Z50.3",,,"Drug rehabilitation"
950,"Z50.4",,"Psychotherapy, not elsewhere classified","Z50.4",,,"Psychotherapy, not elsewhere classified"
951,"Z50.5",,"Speech therapy","Z50.5",,,"Speech therapy"
952,"Z50.6",,"Orthoptic training","Z50.6",,,"Orthoptic training"
953,"Z50.7",,"Occupational therapy and vocational rehabilitation, not elsewhere classified","Z50.7",,,"Occupational therapy and vocational rehabilitation, not elsewhere classified"
954,"Z50.8",,"Care involving use of other rehabilitation procedures","Z50.8",,,"Care involving use of other rehabilitation procedures"
955,"Z50.9",,"Care involving use of rehabilitation procedure, unspecified","Z50.9",,,"Care involving use of rehabilitation procedure, unspecified"
956,"Z51.0",,"Radiotherapy session","Z51.0",,,"Radiotherapy session"
957,"Z51.1",,"Chemotherapy session for neoplasm","Z51.1",,,"Pharmacotherapy session for neoplasm"
958,"Z51.2",,"Other chemotherapy",,,,
959,"Z51.3",,"Blood transfusion without reported diagnosis","Z51.3",,,"Blood transfusion without reported diagnosis"
960,"Z51.4",,"Preparatory care for subsequent treatment, not elsewhere classified","Z51.4",,,"Preparatory care for subsequent treatment, not elsewhere classified"
961,"Z51.5",,"Palliative care","Z51.5",,,"Palliative care"
962,"Z51.6",,"Desensitisation to allergens","Z51.60",,,"Desensitisation to allergen, unspecified"
963,"Z51.6",,"Desensitisation to allergens","Z51.69",,,"Desensitisation to other specified allergen"
964,"Z51.6",,"Desensitisation to allergens","Z51.61",,,"Desensitisation to allergen, stinging insect"
965,"Z51.6",,"Desensitisation to allergens","Z51.62",,,"Desensitisation to allergen, pollen"
966,"Z51.6",,"Desensitisation to allergens","Z51.63",,,"Desensitisation to allergen, dust mite"
967,"Z51.6",,"Desensitisation to allergens","Z51.64",,,"Desensitisation to allergen, animal"
968,"Z51.8",,"Other specified medical care","Z51.88",,,"Other specified medical care"
969,"Z51.8",,"Other specified medical care","Z51.81",,,"Apheresis"
970,"Z51.9",,"Medical care, unspecified","Z51.9",,,"Medical care, unspecified"
971,"Z52.0",,"Blood donor","Z52.00",,,"Whole blood donor"
972,"Z52.0",,"Blood donor","Z52.08",,,"Other blood product donor"
973,"Z52.1",,"Skin donor","Z52.1",,,"Skin donor"
974,"Z52.2",,"Bone donor","Z52.2",,,"Bone donor"
975,"Z52.3",,"Bone marrow donor","Z52.3",,,"Bone marrow donor"
976,"Z52.4",,"Kidney donor","Z52.4",,,"Kidney donor"
977,"Z52.5",,"Cornea donor","Z52.5",,,"Cornea donor"
978,"Z52.6",,"Liver donor","Z52.6",,,"Liver donor"
979,"Z52.7",,"Heart donor","Z52.7",,,"Heart donor"
980,"Z52.8",,"Donor of other organs and tissues","Z52.8",,,"Donor of other organs and tissues"
981,"Z52.9",,"Donor of unspecified organ or tissue","Z52.9",,,"Donor of unspecified organ or tissue"
982,"Z53.0",,"Procedure not carried out because of contraindication","Z53.0",,,"Procedure not carried out because of contraindication"
983,"Z53.1",,"Procedure not carried out because of patient's decision for reasons of belief and group pressure","Z53.1",,,"Procedure not carried out because of patient's decision for reasons of belief and group pressure"
984,"Z53.2",,"Procedure not carried out because of patient's decision for other and unspecified reasons","Z53.2",,,"Procedure not carried out because of patient's decision for other and unspecified reasons"
985,"Z53.8",,"Procedure not carried out for other reasons","Z53.8",,,"Procedure not carried out for other reasons"
986,"Z53.8",,"Procedure not carried out for other reasons","Z53.3","1",,"Procedure abandoned after initiation"
987,"Z53.9",,"Procedure not carried out, unspecified reason","Z53.9",,,"Procedure not carried out, unspecified reason"
988,"Z54.0",,"Convalescence following surgery","Z54.0",,,"Convalescence following surgery"
989,"Z54.1",,"Convalescence following radiotherapy","Z54.1",,,"Convalescence following radiotherapy"
990,"Z54.2",,"Convalescence following chemotherapy","Z54.2",,,"Convalescence following pharmacotherapy"
991,"Z54.3",,"Convalescence following psychotherapy","Z54.3",,,"Convalescence following psychotherapy"
992,"Z54.4",,"Convalescence following treatment of fracture","Z54.4",,,"Convalescence following treatment of fracture"
993,"Z54.7",,"Convalescence following combined treatment","Z54.7",,,"Convalescence following combined treatment"
994,"Z54.8",,"Convalescence following other treatment","Z54.8",,,"Convalescence following other treatment"
995,"Z54.9",,"Convalescence following unspecified treatment","Z54.9",,,"Convalescence following unspecified treatment"
996,"Z55.0",,"Illiteracy and low-level literacy","Z55.0",,,"Illiteracy and low-level literacy"
997,"Z55.1",,"Schooling unavailable and unattainable","Z55.1",,,"Schooling unavailable and unattainable"
998,"Z55.2",,"Failed examinations","Z55.2",,,"Failed examinations"
999,"Z55.3",,"Underachievement in school","Z55.3",,,"Underachievement in school"
1000,"Z55.4",,"Educational maladjustment and discord with teachers and classmates","Z55.4",,,"Educational maladjustment and discord with teachers and classmates"
1001,"Z55.8",,"Other problems related to education and literacy","Z55.8",,,"Other problems related to education and literacy"
1002,"Z55.9",,"Problem related to education and literacy, unspecified","Z55.9",,,"Problem related to education and literacy, unspecified"
1003,"Z56.0",,"Unemployment, unspecified","Z56.0",,,"Unemployment, unspecified"
1004,"Z56.1",,"Change of job","Z56.1",,,"Change of job"
1005,"Z56.2",,"Threat of job loss","Z56.2",,,"Threat of job loss"
1006,"Z56.3",,"Stressful work schedule","Z56.3",,,"Stressful work schedule"
1007,"Z56.4",,"Discord with boss and workmates","Z56.4",,,"Discord with boss and workmates"
1008,"Z56.5",,"Uncongenial work","Z56.5",,,"Uncongenial work"
1009,"Z56.6",,"Other physical and mental strain related to work","Z56.6",,,"Other physical and mental strain related to work"
1010,"Z56.7",,"Other and unspecified problems related to employment","Z56.7",,,"Other and unspecified problems related to employment"
1011,"Z57.0",,"Occupational exposure to noise","Z57.0",,,"Occupational exposure to noise"
1012,"Z57.1",,"Occupational exposure to radiation","Z57.1",,,"Occupational exposure to radiation"
1013,"Z57.2",,"Occupational exposure to dust","Z57.2",,,"Occupational exposure to dust"
1014,"Z57.3",,"Occupational exposure to other air contaminants","Z57.3",,,"Occupational exposure to other air contaminants"
1015,"Z57.4",,"Occupational exposure to toxic agents in agriculture","Z57.4",,,"Occupational exposure to toxic agents in agriculture"
1016,"Z57.5",,"Occupational exposure to toxic agents in other industries","Z57.5",,,"Occupational exposure to toxic agents in other industries"
1017,"Z57.6",,"Occupational exposure to extreme temperature","Z57.6",,,"Occupational exposure to extreme temperature"
1018,"Z57.7",,"Occupational exposure to vibration","Z57.7",,,"Occupational exposure to vibration"
1019,"Z57.8",,"Occupational exposure to other risk-factors","Z57.8",,,"Occupational exposure to other risk-factors"
1020,"Z57.9",,"Occupational exposure to unspecified risk-factor","Z57.9",,,"Occupational exposure to unspecified risk-factor"
1021,"Z58.0",,"Problems related to exposure to noise","Z58.0",,,"Problems related to exposure to noise"
1022,"Z58.1",,"Exposure to air pollution","Z58.1",,,"Exposure to air pollution"
1023,"Z58.2",,"Exposure to water pollution","Z58.2",,,"Exposure to water pollution"
1024,"Z58.3",,"Exposure to soil pollution","Z58.3",,,"Exposure to soil pollution"
1025,"Z58.4",,"Exposure to radiation","Z58.4",,,"Exposure to radiation"
1026,"Z58.5",,"Exposure to other pollution","Z58.5",,,"Exposure to other pollution"
1027,"Z58.6",,"Inadequate drinking-water supply","Z58.6",,,"Inadequate drinking-water supply"
1028,"Z58.7",,"Exposure to tobacco smoke","Z58.7",,,"Exposure to tobacco smoke"
1029,"Z58.8",,"Other problems related to physical environment","Z58.8",,,"Other problems related to physical environment"
1030,"Z58.9",,"Problem related to physical environment, unspecified","Z58.9",,,"Problem related to physical environment, unspecified"
1031,"Z59.0",,"Homelessness","Z59.0",,,"Homelessness"
1032,"Z59.1",,"Inadequate housing","Z59.1",,,"Inadequate housing"
1033,"Z59.2",,"Discord with neighbours, lodgers and landlord","Z59.2",,,"Discord with neighbours, lodgers and landlord"
1034,"Z59.3",,"Problems related to living in residential institution","Z59.3",,,"Problems related to living in residential institution"
1035,"Z59.4",,"Lack of adequate food","Z59.4",,,"Lack of adequate food"
1036,"Z59.5",,"Extreme poverty","Z59.5",,,"Extreme poverty"
1037,"Z59.6",,"Low income","Z59.6",,,"Low income"
1038,"Z59.7",,"Insufficient social insurance and welfare support","Z59.7",,,"Insufficient social insurance and welfare support"
1039,"Z59.8",,"Other problems related to housing and economic circumstances","Z59.8",,,"Other problems related to housing and economic circumstances"
1040,"Z59.9",,"Problem related to housing and economic circumstances, unspecified","Z59.9",,,"Problem related to housing and economic circumstances, unspecified"
1041,"Z60.0",,"Problems of adjustment to life-cycle transitions","Z60.0",,,"Problems of adjustment to life-cycle transitions"
1042,"Z60.1",,"Atypical parenting situation","Z60.1",,,"Atypical parenting situation"
1043,"Z60.2",,"Living alone","Z60.2",,,"Living alone"
1044,"Z60.3",,"Acculturation difficulty","Z60.3",,,"Acculturation difficulty"
1045,"Z60.4",,"Social exclusion and rejection","Z60.4",,,"Social exclusion and rejection"
1046,"Z60.5",,"Target of perceived adverse discrimination and persecution","Z60.5",,,"Target of perceived adverse discrimination and persecution"
1047,"Z60.8",,"Other problems related to social environment","Z60.8",,,"Other problems related to social environment"
1048,"Z60.9",,"Problem related to social environment, unspecified","Z60.9",,,"Problem related to social environment, unspecified"
1049,"Z61.0",,"Loss of love relationship in childhood","Z61.0",,,"Loss of love relationship in childhood"
1050,"Z61.1",,"Removal from home in childhood","Z61.1",,,"Removal from home in childhood"
1051,"Z61.2",,"Altered pattern of family relationships in childhood","Z61.2",,,"Altered pattern of family relationships in childhood"
1052,"Z61.3",,"Events resulting in loss of self-esteem in childhood","Z61.3",,,"Events resulting in loss of self-esteem in childhood"
1053,"Z61.4",,"Problems related to alleged sexual abuse of child by person within primary support group","Z61.4",,,"Problems related to alleged sexual abuse of child by person within primary support group"
1054,"Z61.5",,"Problems related to alleged sexual abuse of child by person outside primary support group","Z61.5",,,"Problems related to alleged sexual abuse of child by person outside primary support group"
1055,"Z61.6",,"Problems related to alleged physical abuse of child","Z61.6",,,"Problems related to alleged physical abuse of child"
1056,"Z61.7",,"Personal frightening experience in childhood","Z61.7",,,"Personal frightening experience in childhood"
1057,"Z61.8",,"Other negative life events in childhood","Z61.8",,,"Other negative life events in childhood"
1058,"Z61.9",,"Negative life event in childhood, unspecified","Z61.9",,,"Negative life event in childhood, unspecified"
1059,"Z62.0",,"Inadequate parental supervision and control","Z62.0",,,"Inadequate parental supervision and control"
1060,"Z62.1",,"Parental overprotection","Z62.1",,,"Parental overprotection"
1061,"Z62.2",,"Institutional upbringing","Z62.2",,,"Institutional upbringing"
1062,"Z62.3",,"Hostility towards and scapegoating of child","Z62.3",,,"Hostility towards and scapegoating of child"
1063,"Z62.4",,"Emotional neglect of child","Z62.4",,,"Emotional neglect of child"
1064,"Z62.5",,"Other problems related to neglect in upbringing","Z62.5",,,"Other problems related to neglect in upbringing"
1065,"Z62.6",,"Inappropriate parental pressure and other abnormal qualities of upbringing","Z62.6",,,"Inappropriate parental pressure and other abnormal qualities of upbringing"
1066,"Z62.8",,"Other specified problems related to upbringing","Z62.8",,,"Other specified problems related to upbringing"
1067,"Z62.9",,"Problem related to upbringing, unspecified","Z62.9",,,"Problem related to upbringing, unspecified"
1068,"Z63.0",,"Problems in relationship with spouse or partner","Z63.0",,,"Problems in relationship with spouse or partner"
1069,"Z63.1",,"Problems in relationship with parents and in-laws","Z63.1",,,"Problems in relationship with parents and in-laws"
1070,"Z63.2",,"Inadequate family support","Z63.2",,,"Inadequate family support"
1071,"Z63.3",,"Absence of family member","Z63.3",,,"Absence of family member"
1072,"Z63.4",,"Disappearance and death of family member","Z63.4",,,"Disappearance and death of family member"
1073,"Z63.5",,"Disruption of family by separation and divorce","Z63.5",,,"Disruption of family by separation and divorce"
1074,"Z63.6",,"Dependent relative needing care at home","Z63.6",,,"Dependent relative needing care at home"
1075,"Z63.7",,"Other stressful life events affecting family and household","Z63.70",,,"Stressful life events affecting family and household, unspecified"
1076,"Z63.7",,"Other stressful life events affecting family and household","Z63.79",,,"Other stressful life events affecting family and household"
1077,"Z63.7",,"Other stressful life events affecting family and household","Z63.71",,,"Alcoholism in family"
1078,"Z63.7",,"Other stressful life events affecting family and household","Z63.72",,,"Gambling in family"
1079,"Z63.8",,"Other specified problems related to primary support group","Z63.8",,,"Other specified problems related to primary support group"
1080,"Z63.9",,"Problem related to primary support group, unspecified","Z63.9",,,"Problem related to primary support group, unspecified"
1081,"Z64.0",,"Problems related to unwanted pregnancy","Z64.0",,,"Problems related to unwanted pregnancy"
1082,"Z64.1",,"Problems related to multiparity","Z64.1",,,"Problems related to multiparity"
1083,"Z64.2",,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful","Z64.2",,,"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful"
1084,"Z64.3",,"Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful","Z64.3",,,"Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful"
1085,"Z64.4",,"Discord with counsellors","Z64.4",,,"Discord with counsellors"
1086,"Z65.0",,"Conviction in civil and criminal proceedings without imprisonment","Z65.0",,,"Conviction in civil and criminal proceedings without imprisonment"
1087,"Z65.1",,"Imprisonment and other incarceration","Z65.1",,,"Imprisonment and other incarceration"
1088,"Z65.2",,"Problems related to release from prison","Z65.2",,,"Problems related to release from prison"
1089,"Z65.3",,"Problems related to other legal circumstances","Z65.3",,,"Problems related to other legal circumstances"
1090,"Z65.4",,"Victim of crime and terrorism","Z65.4",,,"Victim of crime and terrorism"
1091,"Z65.5",,"Exposure to disaster, war and other hostilities","Z65.5",,,"Exposure to disaster, war and other hostilities"
1092,"Z65.8",,"Other specified problems related to psychosocial circumstances","Z65.8",,,"Other specified problems related to psychosocial circumstances"
1093,"Z65.9",,"Problem related to unspecified psychosocial circumstances","Z65.9",,,"Problem related to unspecified psychosocial circumstances"
1094,"Z70.0",,"Counselling related to sexual attitude","Z70.0",,,"Counselling related to sexual attitude"
1095,"Z70.1",,"Counselling related to patient's sexual behaviour and orientation","Z70.1",,,"Counselling related to patient's sexual behaviour and orientation"
1096,"Z70.2",,"Counselling related to sexual behaviour and orientation of third party","Z70.2",,,"Counselling related to sexual behaviour and orientation of third party"
1097,"Z70.3",,"Counselling related to combined concerns regarding sexual attitude, behaviour and orientation","Z70.3",,,"Counselling related to combined concerns regarding sexual attitude, behaviour and orientation"
1098,"Z70.8",,"Other sex counselling","Z70.8",,,"Other sex counselling"
1099,"Z70.9",,"Sex counselling, unspecified","Z70.9",,,"Sex counselling, unspecified"
1100,"Z71.0",,"Person consulting on behalf of another person","Z71.0",,,"Person consulting on behalf of another person"
1101,"Z71.1",,"Person with feared complaint in whom no diagnosis is made","Z71.1",,,"Person with feared complaint in whom no diagnosis is made"
1102,"Z71.2",,"Person consulting for explanation of investigation findings","Z71.2",,,"Person consulting for explanation of investigation findings"
1103,"Z71.3",,"Dietary counselling and surveillance","Z71.3",,,"Dietary counselling and surveillance"
1104,"Z71.4",,"Counselling and surveillance for alcohol use disorder","Z71.4",,,"Counselling and surveillance for alcohol use disorder"
1105,"Z71.5",,"Counselling and surveillance for drug use disorder","Z71.5",,,"Counselling and surveillance for drug use disorder"
1106,"Z71.6",,"Counselling for tobacco use disorder","Z71.6",,,"Counselling for tobacco use disorder"
1107,"Z71.7",,"Human immunodeficiency virus [HIV] counselling","Z71.7",,,"Human immunodeficiency virus [HIV] counselling"
1108,"Z71.8",,"Other specified counselling","Z71.8",,,"Other specified counselling"
1109,"Z71.9",,"Counselling, unspecified","Z71.9",,,"Counselling, unspecified"
1110,"Z72.0",,"Tobacco use, current","Z72.0",,,"Tobacco use, current"
1111,"Z72.1",,"Alcohol use","Z72.1",,,"Alcohol use"
1112,"Z72.2",,"Drug use","Z72.2",,,"Drug use"
1113,"Z72.3",,"Lack of physical exercise","Z72.3",,,"Lack of physical exercise"
1114,"Z72.4",,"Inappropriate diet and eating habits","Z72.4",,,"Inappropriate diet and eating habits"
1115,"Z72.5",,"High-risk sexual behaviour","Z72.5",,,"High-risk sexual behaviour"
1116,"Z72.6",,"Gambling and betting","Z72.6",,,"Gambling and betting"
1117,"Z72.8",,"Other problems related to lifestyle","Z72.8",,,"Other problems related to lifestyle"
1118,"Z72.9",,"Problem related to lifestyle, unspecified","Z72.9",,,"Problem related to lifestyle, unspecified"
1119,"Z73.0",,"Burn-out","Z73.0",,,"Burnout"
1120,"Z73.1",,"Accentuation of personality traits","Z73.1",,,"Accentuation of personality traits"
1121,"Z73.2",,"Lack of relaxation and leisure","Z73.2",,,"Lack of relaxation and leisure"
1122,"Z73.3",,"Stress, not elsewhere classified","Z73.3",,,"Stress, not elsewhere classified"
1123,"Z73.4",,"Inadequate social skills, not elsewhere classified","Z73.4",,,"Inadequate social skills, not elsewhere classified"
1124,"Z73.5",,"Social role conflict, not elsewhere classified","Z73.5",,,"Social role conflict, not elsewhere classified"
1125,"Z73.6",,"Limitation of activities due to disability","Z73.6",,,"Limitation of activities due to disability"
1126,"Z73.8",,"Other problems related to life-management difficulty","Z73.8",,,"Other problems related to life-management difficulty"
1127,"Z73.9",,"Problem related to life-management difficulty, unspecified","Z73.9",,,"Problem related to life-management difficulty, unspecified"
1128,"Z74.0",,"Need for assistance due to reduced mobility","Z74.0",,,"Need for assistance due to reduced mobility"
1129,"Z74.1",,"Need for assistance with personal care","Z74.1",,,"Need for assistance with personal care"
1130,"Z74.2",,"Need for assistance at home and no other household member able to render care","Z74.2",,,"Need for assistance at home and no other household member able to render care"
1131,"Z74.3",,"Need for continuous supervision","Z74.3",,,"Need for continuous supervision"
1132,"Z74.8",,"Other problems related to care-provider dependency","Z74.8",,,"Other problems related to care-provider dependency"
1133,"Z74.9",,"Problem related to care-provider dependency, unspecified","Z74.9",,,"Problem related to care-provider dependency, unspecified"
1134,"Z75.0",,"Medical services not available in home","Z75.0",,,"Medical services not available in home"
1135,"Z75.1",,"Person awaiting admission to adequate facility elsewhere","Z75.19",,,"Person awaiting admission to adequate facility elsewhere, unspecified"
1136,"Z75.1",,"Person awaiting admission to adequate facility elsewhere","Z75.18",,,"Person awaiting admission to other health care facility"
1137,"Z75.1",,"Person awaiting admission to adequate facility elsewhere","Z75.10",,,"Person awaiting admission to  acute hospital"
1138,"Z75.1",,"Person awaiting admission to adequate facility elsewhere","Z75.11",,,"Person awaiting admission to residential aged care service"
1139,"Z75.1",,"Person awaiting admission to adequate facility elsewhere","Z75.12",,,"Person awaiting admission to psychiatric facility/unit"
1140,"Z75.1",,"Person awaiting admission to adequate facility elsewhere","Z75.13",,,"Person awaiting admission to rehabilitation facility/unit"
1141,"Z75.1",,"Person awaiting admission to adequate facility elsewhere","Z75.14",,,"Person awaiting admission to  palliative care facility/unit"
1142,"Z75.2",,"Other waiting period for investigation and treatment","Z75.2",,,"Other waiting period for investigation and treatment"
1143,"Z75.3",,"Unavailability and inaccessibility of health-care facilities","Z75.3",,,"Unavailability and inaccessibility of health-care facilities"
1144,"Z75.4",,"Unavailability and inaccessibility of other helping agencies","Z75.4",,,"Unavailability and inaccessibility of other helping agencies"
1145,"Z75.5",,"Holiday relief care","Z75.5",,,"Respite care"
1146,"Z75.8",,"Other problems related to medical facilities and other health care","Z75.8",,,"Other problems related to medical facilities and other health care"
1147,"Z75.9",,"Unspecified problem related to medical facilities and other health care","Z75.9",,,"Unspecified problem related to medical facilities and other health care"
1148,"Z76.0",,"Issue of repeat prescription","Z76.0",,,"Issue of repeat prescription"
1149,"Z76.1",,"Health supervision and care of foundling","Z76.1",,,"Health supervision and care of abandoned infant"
1150,"Z76.2",,"Health supervision and care of other healthy infant and child","Z76.22",,,"Health supervision and care of other infant and child, not elsewhere classified"
1151,"Z76.2",,"Health supervision and care of other healthy infant and child","Z76.21",,,"Health supervision and care of infant and child awaiting adoption or foster placement"
1152,"Z76.3",,"Healthy person accompanying sick person","Z76.3",,,"Healthy person accompanying sick person"
1153,"Z76.4",,"Other boarder in health-care facility","Z76.4",,,"Other boarder in health-care facility"
1154,"Z76.5",,"Malingerer [conscious simulation]","Z76.5",,,"Malingerer [conscious simulation]"
1155,"Z76.8",,"Persons encountering health services in other specified circumstances","Z76.8",,,"Persons encountering health services in other specified circumstances"
1156,"Z76.9",,"Person encountering health services in unspecified circumstances","Z76.9",,,"Person encountering health services in unspecified circumstances"
1157,"Z80.0",,"Family history of malignant neoplasm of digestive organs","Z80.0",,,"Family history of malignant neoplasm of digestive organs"
1158,"Z80.1",,"Family history of malignant neoplasm of trachea, bronchus and lung","Z80.1",,,"Family history of malignant neoplasm of trachea, bronchus and lung"
1159,"Z80.2",,"Family history of malignant neoplasm of other respiratory and intrathoracic organs","Z80.2",,,"Family history of malignant neoplasm of other respiratory and intrathoracic organs"
1160,"Z80.3",,"Family history of malignant neoplasm of breast","Z80.3",,,"Family history of malignant neoplasm of breast"
1161,"Z80.4",,"Family history of malignant neoplasm of genital organs","Z80.4",,,"Family history of malignant neoplasm of genital organs"
1162,"Z80.5",,"Family history of malignant neoplasm of urinary tract","Z80.5",,,"Family history of malignant neoplasm of urinary tract"
1163,"Z80.6",,"Family history of leukaemia","Z80.6",,,"Family history of leukaemia"
1164,"Z80.7",,"Family history of other malignant neoplasms of lymphoid, haematopoietic and related tissues","Z80.7",,,"Family history of other malignant neoplasms of lymphoid, haematopoietic and related tissues"
1165,"Z80.8",,"Family history of malignant neoplasm of other organs or systems","Z80.8",,,"Family history of malignant neoplasm of other organs or systems"
1166,"Z80.9",,"Family history of malignant neoplasm, unspecified","Z80.9",,,"Family history of malignant neoplasm, unspecified"
1167,"Z81.0",,"Family history of mental retardation","Z81.0",,,"Family history of mental retardation"
1168,"Z81.1",,"Family history of alcohol use disorder","Z81.1",,,"Family history of alcohol use disorder"
1169,"Z81.2",,"Family history of tobacco use disorder","Z81.2",,,"Family history of tobacco use disorder"
1170,"Z81.3",,"Family history of other psychoactive substance use disorder","Z81.3",,,"Family history of other psychoactive substance use disorder"
1171,"Z81.4",,"Family history of other substance use disorder","Z81.4",,,"Family history of other substance use disorder"
1172,"Z81.8",,"Family history of other mental and behavioural disorders","Z81.8",,,"Family history of other mental and behavioural disorders"
1173,"Z82.0",,"Family history of epilepsy and other diseases of the nervous system","Z82.0",,,"Family history of epilepsy and other diseases of the nervous system"
1174,"Z82.1",,"Family history of blindness and visual loss","Z82.1",,,"Family history of blindness and visual loss"
1175,"Z82.2",,"Family history of deafness and hearing loss","Z82.2",,,"Family history of deafness and hearing loss"
1176,"Z82.3",,"Family history of stroke","Z82.3",,,"Family history of stroke"
1177,"Z82.4",,"Family history of ischaemic heart disease and other diseases of the circulatory system","Z82.4",,,"Family history of ischaemic heart disease and other diseases of the circulatory system"
1178,"Z82.5",,"Family history of asthma and other chronic lower respiratory diseases","Z82.5",,,"Family history of asthma and other chronic lower respiratory diseases"
1179,"Z82.6",,"Family history of arthritis and other diseases of the musculoskeletal system and connective tissue","Z82.6",,,"Family history of arthritis and other diseases of the musculoskeletal system and connective tissue"
1180,"Z82.7",,"Family history of congenital malformations, deformations and chromosomal abnormalities","Z82.7",,,"Family history of congenital malformations, deformations and chromosomal abnormalities"
1181,"Z82.8",,"Family history of other disabilities and chronic diseases leading to disablement, not elsewhere classified","Z82.8",,,"Family history of other disabilities and chronic diseases leading to disablement, not elsewhere classified"
1182,"Z83.0",,"Family history of human immunodeficiency virus [HIV] disease","Z83.0",,,"Family history of human immunodeficiency virus [HIV] disease"
1183,"Z83.1",,"Family history of other infectious and parasitic diseases","Z83.1",,,"Family history of other infectious and parasitic diseases"
1184,"Z83.2",,"Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","Z83.2",,,"Family history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
1185,"Z83.3",,"Family history of diabetes mellitus","Z83.3",,,"Family history of diabetes mellitus"
1186,"Z83.4",,"Family history of other endocrine, nutritional and metabolic diseases","Z83.4",,,"Family history of other endocrine, nutritional and metabolic diseases"
1187,"Z83.5",,"Family history of eye and ear disorders","Z83.5",,,"Family history of eye and ear disorders"
1188,"Z83.6",,"Family history of diseases of the respiratory system","Z83.6",,,"Family history of diseases of the respiratory system"
1189,"Z83.7",,"Family history of diseases of the digestive system","Z83.7",,,"Family history of diseases of the digestive system"
1190,"Z84.0",,"Family history of diseases of the skin and subcutaneous tissue","Z84.0",,,"Family history of diseases of the skin and subcutaneous tissue"
1191,"Z84.1",,"Family history of disorders of kidney and ureter","Z84.1",,,"Family history of disorders of kidney and ureter"
1192,"Z84.2",,"Family history of other diseases of the genitourinary system","Z84.2",,,"Family history of other diseases of the genitourinary system"
1193,"Z84.3",,"Family history of consanguinity","Z84.3",,,"Family history of consanguinity"
1194,"Z84.8",,"Family history of other specified conditions","Z84.8",,,"Family history of other specified conditions"
1195,"Z85.0",,"Personal history of malignant neoplasm of digestive organs","Z85.0",,,"Personal history of malignant neoplasm of digestive organs"
1196,"Z85.1",,"Personal history of malignant neoplasm of trachea, bronchus and lung","Z85.1",,,"Personal history of malignant neoplasm of trachea, bronchus and lung"
1197,"Z85.2",,"Personal history of malignant neoplasm of other respiratory and intrathoracic organs","Z85.2",,,"Personal history of malignant neoplasm of other respiratory and intrathoracic organs"
1198,"Z85.3",,"Personal history of malignant neoplasm of breast","Z85.3",,,"Personal history of malignant neoplasm of breast"
